Code,Name,Market
001820,삼화콘덴서,KOSPI
012630,HDC,KOSPI
009155,삼성전기우,KOSPI
093370,후성,KOSPI
006280,녹십자,KOSPI
001800,오리온홀딩스,KOSPI
011210,현대위아,KOSPI
323280,태성,KOSDAQ
361610,SK아이이테크놀로지,KOSPI
0009K0,에임드바이오,KOSDAQ
005070,코스모신소재,KOSPI
204270,제이앤티씨,KOSDAQ
00680K,미래에셋증권2우B,KOSPI
039200,오스코텍,KOSDAQ
241710,코스메카코리아,KOSDAQ GLOBAL
078600,대주전자재료,KOSDAQ
298020,효성티앤씨,KOSPI
322000,HD현대에너지솔루션,KOSPI
950160,코오롱티슈진,KOSDAQ
035900,JYP Ent.,KOSDAQ GLOBAL
097230,HJ중공업,KOSPI
290650,엘앤씨바이오,KOSDAQ
082920,비츠로셀,KOSDAQ GLOBAL
415640,KB발해인프라,KOSPI
007310,오뚜기,KOSPI
003540,대신증권,KOSPI
003380,하림지주,KOSDAQ GLOBAL
192080,더블유게임즈,KOSPI
069620,대웅제약,KOSPI
000815,삼성화재우,KOSPI
001740,SK네트웍스,KOSPI
066575,LG전자우,KOSPI
950260,인제니아테라퓨틱스(Reg.S),KOSDAQ
347700,스피어,KOSDAQ
330590,롯데리츠,KOSPI
300720,한일시멘트,KOSPI
127120,제이에스링크,KOSDAQ
232140,와이씨,KOSDAQ
166090,하나머티리얼즈,KOSDAQ
280360,롯데웰푸드,KOSPI
030610,교보증권,KOSPI
004000,롯데정밀화학,KOSPI
195940,HK이노엔,KOSDAQ GLOBAL
252990,샘씨엔에스,KOSDAQ
000210,DL,KOSPI
006340,대원전선,KOSPI
356860,티엘비,KOSDAQ
000080,하이트진로,KOSPI
006120,SK디스커버리,KOSPI
017960,한국카본,KOSPI
195870,해성디에스,KOSPI
003160,디아이,KOSPI
496320,본시스템즈,KONEX
003240,태광산업,KOSPI
056190,SFA,KOSDAQ GLOBAL
003530,한화투자증권,KOSPI
451800,한화리츠,KOSPI
192400,쿠쿠홀딩스,KOSPI
086450,동국제약,KOSDAQ GLOBAL
293490,카카오게임즈,KOSDAQ GLOBAL
458870,씨어스,KOSDAQ
100790,미래에셋벤처투자,KOSDAQ
101490,에스앤에스텍,KOSDAQ GLOBAL
009240,한샘,KOSPI
032350,롯데관광개발,KOSPI
003090,대웅,KOSPI
119850,지엔씨에너지,KOSDAQ
030190,NICE평가정보,KOSPI
160190,하이젠알앤엠,KOSDAQ
083450,GST,KOSDAQ
071320,지역난방공사,KOSPI
417200,LS머트리얼즈,KOSDAQ
185750,종근당,KOSPI
005300,롯데칠성,KOSPI
000370,한화손해보험,KOSPI
034230,파라다이스,KOSPI
077970,STX엔진,KOSPI
051915,LG화학우,KOSPI
009450,경동나비엔,KOSPI
003570,SNT다이내믹스,KOSPI
285130,SK케미칼,KOSPI
065350,신성델타테크,KOSDAQ
079160,CJ CGV,KOSPI
071055,한국금융지주우,KOSPI
388210,씨엠티엑스,KOSDAQ
445680,큐리옥스바이오시스템즈,KOSDAQ
099320,쎄트렉아이,KOSDAQ
036830,솔브레인홀딩스,KOSDAQ GLOBAL
035760,CJ ENM,KOSDAQ GLOBAL
003470,유안타증권,KOSPI
115180,큐리언트,KOSDAQ
327260,RF머트리얼즈,KOSDAQ
053800,안랩,KOSDAQ
032500,케이엠더블유,KOSDAQ
031330,에스에이엠티,KOSDAQ
004490,세방전지,KOSPI
014620,성광벤드,KOSDAQ GLOBAL
006110,삼아알미늄,KOSPI
388720,유일로보틱스,KOSDAQ
122870,와이지엔터테인먼트,KOSDAQ GLOBAL
365550,ESR켄달스퀘어리츠,KOSPI
000670,영풍,KOSPI
425420,티에프이,KOSDAQ
295310,에이치브이엠,KOSDAQ
074600,원익QnC,KOSDAQ
090360,로보스타,KOSDAQ
161580,필옵틱스,KOSDAQ
033100,제룡전기,KOSDAQ GLOBAL
491000,리브스메드,KOSDAQ
044490,태웅,KOSDAQ
100840,SNT에너지,KOSPI
032190,다우데이타,KOSDAQ
090710,휴림로봇,KOSDAQ
059090,미코,KOSDAQ
005690,파미셀,KOSPI
189300,인텔리안테크,KOSDAQ
005180,빙그레,KOSPI
036530,SNT홀딩스,KOSPI
085660,차바이오텍,KOSDAQ
041960,코미팜,KOSDAQ
137310,에스디바이오센서,KOSPI
328130,루닛,KOSDAQ
499790,GS피앤엘,KOSPI
214320,이노션,KOSPI
225570,넥슨게임즈,KOSDAQ
213420,덕산네오룩스,KOSDAQ
041830,인바디,KOSDAQ
476830,알지노믹스,KOSDAQ
038500,삼표시멘트,KOSDAQ GLOBAL
298050,HS효성첨단소재,KOSPI
094800,맵스리얼티,KOSPI
466100,클로봇,KOSDAQ
251970,펌텍코리아,KOSDAQ GLOBAL
003850,보령,KOSPI
064290,인텍플러스,KOSDAQ
100090,SK오션플랜트,KOSPI
005090,SGC에너지,KOSPI
281740,레이크머티리얼즈,KOSDAQ
171090,선익시스템,KOSDAQ
122640,예스티,KOSDAQ
124500,아이티센글로벌,KOSDAQ
456040,OCI,KOSPI
476060,온코닉테라퓨틱스,KOSDAQ
053610,프로텍,KOSDAQ
023160,태광,KOSDAQ GLOBAL
090460,비에이치,KOSPI
006730,서부T&D,KOSDAQ GLOBAL
137400,피엔티,KOSDAQ GLOBAL
293940,신한알파리츠,KOSPI
064960,SNT모티브,KOSPI
036810,에프에스티,KOSDAQ
268280,미원에스씨,KOSPI
002960,한국쉘석유,KOSPI
069260,TKG휴켐스,KOSPI
048410,현대바이오,KOSDAQ
102710,이엔에프테크놀로지,KOSDAQ
093320,케이아이엔엑스,KOSDAQ
005880,대한해운,KOSPI
033640,네패스,KOSDAQ
121600,나노신소재,KOSDAQ
001570,금양,KOSPI
033790,피노,KOSDAQ
093050,LF,KOSPI
017940,E1,KOSPI
453340,현대그린푸드,KOSPI
000400,롯데손해보험,KOSPI
001060,JW중외제약,KOSPI
000640,동아쏘시오홀딩스,KOSPI
126340,비나텍,KOSDAQ
248070,솔루엠,KOSPI
383800,LX홀딩스,KOSPI
079900,전진건설로봇,KOSPI
001680,대상,KOSPI
002840,미원상사,KOSPI
046890,서울반도체,KOSDAQ GLOBAL
317450,명인제약,KOSPI
253450,스튜디오드래곤,KOSDAQ GLOBAL
014820,동원시스템즈,KOSPI
253590,네오셈,KOSDAQ
077360,덕산하이메탈,KOSDAQ
108320,LX세미콘,KOSPI
006650,대한유화,KOSPI
00088K,한화3우B,KOSPI
222080,SFA넥셀,KOSDAQ GLOBAL
050890,쏠리드,KOSDAQ
017900,광전자,KOSPI
358570,지아이이노베이션,KOSDAQ
094170,동운아나텍,KOSDAQ
025540,한국단자,KOSPI
075580,세진중공업,KOSPI
045100,한양이엔지,KOSDAQ
399720,가온칩스,KOSDAQ
092870,엑시콘,KOSDAQ
144960,뉴파워프라즈마,KOSDAQ
033240,자화전자,KOSPI
192650,드림텍,KOSPI
016380,KG스틸,KOSPI
079940,가비아,KOSDAQ
490470,세미파이브,KOSDAQ
114090,GKL,KOSPI
002350,넥센타이어,KOSPI
052020,에스티큐브,KOSDAQ
475830,오름테라퓨틱,KOSDAQ
00104K,CJ4우(전환),KOSPI
0220W0,한화머시너리앤서비스홀딩스,KOSPI
003300,한일홀딩스,KOSPI
284740,쿠쿠홈시스,KOSPI
052400,코나아이,KOSDAQ GLOBAL
001270,부국증권,KOSPI
001510,SK증권,KOSPI
452260,한화갤러리아,KOSPI
336370,솔루스첨단소재,KOSPI
178920,PI첨단소재,KOSPI
060250,NHN KCP,KOSDAQ
456160,지투지바이오,KOSDAQ
005810,풍산홀딩스,KOSPI
004710,한솔테크닉스,KOSPI
468530,프로티나,KOSDAQ
080580,오킨스전자,KOSDAQ
356680,엑스게이트,KOSDAQ
001530,DI동일,KOSPI
007700,F&F홀딩스,KOSPI
009410,태영건설,KOSPI
058650,세아홀딩스,KOSPI
112040,위메이드,KOSDAQ
219130,타이거일렉,KOSDAQ
101160,월덱스,KOSDAQ
009520,포스코엠텍,KOSDAQ GLOBAL
025980,아난티,KOSDAQ
003620,KG모빌리티,KOSPI
214430,아이쓰리시스템,KOSDAQ
397030,에이프릴바이오,KOSDAQ
037460,삼지전자,KOSDAQ
003545,대신증권우,KOSPI
211050,인카금융서비스,KOSDAQ
086900,메디톡스,KOSDAQ
376900,로킷헬스케어,KOSDAQ
027360,아주IB투자,KOSDAQ
082270,젬백스,KOSDAQ
019170,신풍제약,KOSPI
001500,현대차증권,KOSPI
002990,금호건설,KOSPI
041190,우리기술투자,KOSDAQ
484870,엠앤씨솔루션,KOSPI
098120,마이크로컨텍솔,KOSDAQ
089890,코세스,KOSDAQ
024850,HLB이노베이션,KOSDAQ
161000,애경케미칼,KOSPI
029460,케이씨,KOSPI
033500,동성화인텍,KOSDAQ
004690,삼천리,KOSPI
035890,서희건설,KOSDAQ
377740,바이오노트,KOSPI
034950,한국기업평가,KOSDAQ
039130,하나투어,KOSPI
145990,삼양사,KOSPI
348340,뉴로메카,KOSDAQ
099190,아이센스,KOSDAQ
460860,동국제강,KOSPI
104830,원익머트리얼즈,KOSDAQ
0010S0,와이즈플래닛컴퍼니,KOSDAQ
008060,대덕,KOSPI
015750,성우하이텍,KOSDAQ
460930,현대힘스,KOSDAQ
340570,티앤엘,KOSDAQ
056080,유진로봇,KOSDAQ
383310,에코프로에이치엔,KOSDAQ
069540,빛과전자,KOSDAQ
000070,삼양홀딩스,KOSPI
019210,와이지-원,KOSDAQ
090435,아모레퍼시픽우,KOSPI
002240,고려제강,KOSPI
290550,디케이티,KOSDAQ
010780,아이에스동서,KOSPI
005250,녹십자홀딩스,KOSPI
013030,하이록코리아,KOSDAQ
348370,엔켐,KOSDAQ
448730,삼성FN리츠,KOSPI
125490,한라캐스트,KOSDAQ
365340,성일하이텍,KOSDAQ
002030,아세아,KOSPI
249420,일동제약,KOSPI
016610,DB증권,KOSPI
042000,카페24,KOSDAQ
486990,노타,KOSDAQ
005945,NH투자증권우,KOSPI
004700,조광피혁,KOSPI
368770,파이버프로,KOSDAQ
336570,원텍,KOSDAQ
034310,NICE,KOSPI
386380,스카이랩스,KOSDAQ
009900,명신산업,KOSPI
003280,흥아해운,KOSPI
278280,천보,KOSDAQ
187660,페니트리움바이오,KOSDAQ
241770,메카로,KOSDAQ
020000,한섬,KOSPI
078340,컴투스,KOSDAQ GLOBAL
078350,한양디지텍,KOSDAQ
272290,이녹스첨단소재,KOSDAQ GLOBAL
067160,SOOP,KOSDAQ GLOBAL
003030,세아제강지주,KOSPI
357120,코람코라이프인프라리츠,KOSPI
072710,농심홀딩스,KOSPI
030520,한컴,KOSDAQ
114810,한솔아이원스,KOSDAQ
170920,엘티씨,KOSDAQ
204620,글로벌텍스프리,KOSDAQ
014830,유니드,KOSPI
033160,엠케이전자,KOSDAQ
332570,PS일렉트로닉스,KOSDAQ
005389,현대차3우B,KOSPI
376300,디어유,KOSDAQ
092230,KPX홀딩스,KOSPI
403550,쏘카,KOSPI
130660,한전산업,KOSPI
001200,유진투자증권,KOSPI
271940,일진하이솔루스,KOSPI
079370,제우스,KOSDAQ
159010,아스플로,KOSDAQ
005420,코스모화학,KOSPI
078130,국일제지,KOSDAQ
089010,켐트로닉스,KOSDAQ
306200,세아제강,KOSPI
417840,저스템,KOSDAQ
174900,앱클론,KOSDAQ
101730,위메이드맥스,KOSDAQ
016590,신대양제지,KOSPI
018290,브이티,KOSDAQ
095660,네오위즈,KOSDAQ
003000,부광약품,KOSPI
002810,삼영무역,KOSPI
236200,슈프리마,KOSDAQ
015360,INVENI,KOSPI
029530,신도리코,KOSPI
317400,자이에스앤디,KOSPI
092730,네오팜,KOSDAQ
344820,KCC글라스,KOSPI
018000,유니슨,KOSDAQ
215200,메가스터디교육,KOSDAQ
475960,토모큐브,KOSDAQ
183190,아세아시멘트,KOSPI
477850,마키나락스,KOSDAQ
001940,KISCO홀딩스,KOSPI
439960,코스모로보틱스,KOSDAQ
441270,파인엠텍,KOSDAQ
194370,제이에스코퍼레이션,KOSPI
008730,율촌화학,KOSPI
092190,서울바이오시스,KOSDAQ
107640,한중엔시에스,KOSDAQ
006910,보성파워텍,KOSDAQ
126560,현대퓨처넷,KOSPI
089590,제주항공,KOSPI
078020,LS증권,KOSDAQ
031430,신세계인터내셔날,KOSPI
006220,제주은행,KOSPI
200710,에이디테크놀로지,KOSDAQ
000157,두산2우B,KOSPI
003350,한국화장품제조,KOSPI
950210,프레스티지바이오파마,KOSPI
003800,에이스침대,KOSDAQ
200470,에이팩트,KOSDAQ
330860,네패스아크,KOSDAQ
393890,더블유씨피,KOSDAQ
027410,BGF,KOSPI
02826K,삼성물산우B,KOSPI
052710,아모텍,KOSDAQ
078160,메디포스트,KOSDAQ
138080,오이솔루션,KOSDAQ
069080,웹젠,KOSDAQ GLOBAL
025320,시노펙스,KOSDAQ
348210,넥스틴,KOSDAQ
060980,HL홀딩스,KOSPI
092790,넥스틸,KOSPI
093520,매커스,KOSDAQ
046970,우리로,KOSDAQ
0120G0,삼양바이오팜,KOSPI
217590,티엠씨,KOSPI
011930,신성이엔지,KOSPI
015860,일진홀딩스,KOSPI
104700,한국철강,KOSPI
105630,한세실업,KOSPI
007690,국도화학,KOSPI
006405,삼성SDI우,KOSPI
012030,DB,KOSPI
025900,동화기업,KOSDAQ
010955,S-Oil우,KOSPI
036800,나이스정보통신,KOSDAQ
170900,동아에스티,KOSPI
110990,디아이티,KOSDAQ
005610,삼립,KOSPI
036620,감성코퍼레이션,KOSDAQ
017810,풀무원,KOSPI
452430,사피엔반도체,KOSDAQ
011760,현대코퍼레이션,KOSPI
039440,에스티아이,KOSDAQ
002310,아세아제지,KOSPI
448900,한국피아이엠,KOSDAQ
064260,다날,KOSDAQ
001230,동국홀딩스,KOSPI
456010,아이씨티케이,KOSDAQ
455900,엔젤로보틱스,KOSDAQ
389470,인벤티지랩,KOSDAQ
117730,티로보틱스,KOSDAQ
372320,큐로셀,KOSDAQ
121440,골프존홀딩스,KOSDAQ
168360,펨트론,KOSDAQ
060280,큐렉소,KOSDAQ
096760,JW홀딩스,KOSPI
067630,HLB생명과학,KOSDAQ
097520,엠씨넥스,KOSPI
009290,광동제약,KOSPI
017890,한국알콜,KOSDAQ
446540,메가터치,KOSDAQ
024720,콜마홀딩스,KOSPI
145720,덴티움,KOSPI
272450,진에어,KOSPI
0161M0,네오사피엔스,KOSDAQ
234340,헥토파이낸셜,KOSDAQ
900290,GRT,KOSDAQ
488900,비츠로넥스텍,KOSDAQ
215600,신라젠,KOSDAQ
009160,SIMPAC,KOSPI
381970,KG모빌리티플랫폼,KOSPI
002020,코오롱,KOSPI
061970,LB세미콘,KOSDAQ
010580,에스엠벡셀,KOSPI
010820,퍼스텍,KOSPI
482630,삼양엔씨켐,KOSDAQ
026890,스틱인베스트먼트,KOSPI
126720,수산인더스트리,KOSPI
199800,툴젠,KOSDAQ
206650,유바이오로직스,KOSDAQ
025860,남해화학,KOSPI
000430,대원강업,KOSPI
352480,씨앤씨인터내셔널,KOSDAQ
123890,한국자산신탁,KOSPI
020120,키다리스튜디오,KOSPI
025770,한국정보통신,KOSDAQ
036200,유니셈,KOSDAQ
002710,TCC스틸,KOSPI
160980,싸이맥스,KOSDAQ
018250,애경산업,KOSPI
035810,이지홀딩스,KOSDAQ
003120,일성아이에스,KOSPI
200880,서연이화,KOSPI
101930,인화정공,KOSDAQ
001750,한양증권,KOSPI
108670,LX하우시스,KOSPI
265520,AP시스템,KOSDAQ
071200,인피니트헬스케어,KOSDAQ
012210,삼미금속,KOSDAQ
389500,에스비비테크,KOSDAQ
034830,한국토지신탁,KOSPI
049070,인탑스,KOSDAQ
099440,스맥,KOSDAQ
244920,에이플러스에셋,KOSPI
203650,드림시큐리티,KOSDAQ
005720,넥센,KOSPI
472850,폰드그룹,KOSDAQ
004310,현대약품,KOSPI
425040,티이엠씨,KOSDAQ
424870,이뮨온시아,KOSDAQ
091580,상신이디피,KOSDAQ
086390,유니테스트,KOSDAQ
084690,대상홀딩스,KOSPI
033270,유나이티드제약,KOSPI
122900,아이마켓코리아,KOSPI
136480,하림,KOSDAQ
016800,퍼시스,KOSPI
001390,KG케미칼,KOSPI
042370,비츠로테크,KOSDAQ
092460,한라IMS,KOSDAQ
005950,이수화학,KOSPI
105840,우진,KOSPI
054950,제이브이엠,KOSDAQ
232530,이엠티,KONEX
448280,에코아이,KOSDAQ
294570,쿠콘,KOSDAQ
024840,KBI메탈,KOSDAQ
002900,TYM,KOSPI
228760,지노믹트리,KOSDAQ
484590,삼양컴텍,KOSDAQ
035600,KG이니시스,KOSDAQ
200670,휴메딕스,KOSDAQ
084010,대한제강,KOSPI
004430,송원산업,KOSPI
058430,포스코스틸리온,KOSPI
017390,서울가스,KOSPI
354320,알멕,KOSDAQ
084110,휴온스글로벌,KOSDAQ
309710,아이티켐,KOSDAQ
389650,넥스트바이오메디컬,KOSDAQ
216080,제테마,KOSDAQ
044450,KSS해운,KOSPI
005430,한국공항,KOSPI
098070,한텍,KOSDAQ
068930,디지털대성,KOSDAQ
182400,엔케이젠바이오텍코리아,KOSDAQ
037710,광주신세계,KOSPI
091810,트리니티항공,KOSPI
036890,진성티이씨,KOSDAQ
078520,에이블씨엔씨,KOSPI
287840,인투셀,KOSDAQ
493280,아이엠바이오로직스,KOSDAQ
091700,파트론,KOSDAQ
484120,도우인시스,KOSDAQ
286940,롯데이노베이트,KOSPI
317330,덕산테코피아,KOSDAQ
043150,바텍,KOSDAQ
060720,KH바텍,KOSDAQ
394280,오픈엣지테크놀로지,KOSDAQ
452280,한선엔지니어링,KOSDAQ
051500,CJ프레시웨이,KOSDAQ
067390,아스트,KOSDAQ
151860,KG에코솔루션,KOSDAQ
010690,화신,KOSPI
121800,비덴트,KOSDAQ
267980,매일유업,KOSDAQ
004360,세방,KOSPI
334890,이지스밸류플러스리츠,KOSPI
003200,일신방직,KOSPI
065680,우주일렉트로,KOSDAQ
0011T0,채비,KOSDAQ
005680,삼영전자,KOSPI
378340,필에너지,KOSDAQ
042520,한스바이오메드,KOSDAQ
377460,큐에이드,KOSDAQ
314130,지놈앤컴퍼니,KOSDAQ
439090,마녀공장,KOSDAQ
304360,에스바이오메딕스,KOSDAQ
044820,코스맥스비티아이,KOSPI
094360,칩스앤미디어,KOSDAQ
298690,에어부산,KOSPI
023410,유진기업,KOSDAQ
461300,아이스크림미디어,KOSDAQ
136490,선진,KOSPI
377450,리파인,KOSDAQ
376270,HEM파마,KOSDAQ
432320,KB스타리츠,KOSPI
005500,삼진제약,KOSPI
089980,상아프론테크,KOSDAQ
011560,세보엠이씨,KOSDAQ
007160,사조산업,KOSPI
003960,사조대림,KOSPI
272110,케이엔제이,KOSDAQ
073490,LIG아큐버,KOSDAQ
047920,HLB제약,KOSDAQ
254490,미래반도체,KOSDAQ
001790,대한제당,KOSPI
036030,케이티알파,KOSDAQ
404990,신한서부티엔디리츠,KOSPI
003920,남양유업,KOSPI
030210,다올투자증권,KOSPI
445090,에이직랜드,KOSDAQ
019010,베뉴지,KOSDAQ
036710,심텍홀딩스,KOSDAQ
108860,셀바스AI,KOSDAQ
025000,KPX케미칼,KOSPI
043370,피에이치에이,KOSDAQ
180400,DXVX,KOSDAQ
064820,케이프,KOSDAQ
053690,한미글로벌,KOSPI
348950,제이알글로벌리츠,KOSPI
